Src IP,Dst IP,isAttack,type_attack
134.221.96.6,217.100.0.48,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.2,227.25.0.123,BENIGN,BENIGN
192.168.18.20,13.227.107.36,BENIGN,BENIGN
134.221.96.4,63.226.0.21,BENIGN,BENIGN
192.168.18.20,185.199.108.153,BENIGN,BENIGN
185.199.108.153,192.168.18.20,BENIGN,BENIGN
134.221.96.1,226.70.0.66,BENIGN,BENIGN
192.168.18.20,20.169.174.231,BENIGN,BENIGN
192.168.18.20,224.0.0.251,BENIGN,BENIGN
134.221.96.2,227.25.0.20,BENIGN,BENIGN
192.168.18.1,239.255.255.250,BENIGN,BENIGN
192.168.18.20,40.90.8.111,BENIGN,BENIGN
192.168.18.20,20.201.14.155,BENIGN,BENIGN
192.168.18.20,54.207.78.253,BENIGN,BENIGN
54.207.78.253,192.168.18.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,20.201.14.155,BENIGN,BENIGN
192.168.18.20,20.201.14.155,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,54.207.78.253,BENIGN,BENIGN
192.168.18.20,20.201.14.155,BENIGN,BENIGN
54.207.78.253,192.168.18.20,BENIGN,BENIGN
134.221.96.6,217.100.0.48,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.2,227.25.0.123,BENIGN,BENIGN
192.168.18.20,172.217.30.4,BENIGN,BENIGN
192.168.18.20,20.169.174.231,BENIGN,BENIGN
192.168.18.20,20.49.150.241,BENIGN,BENIGN
20.49.150.241,192.168.18.20,BENIGN,BENIGN
134.221.96.3,136.158.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,19.124.0.41,BENIGN,BENIGN
134.221.96.5,98.56.4.214,BENIGN,BENIGN
134.221.96.0,75.82.0.46,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,15.204.0.45,BENIGN,BENIGN
134.221.96.0,129.176.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,168.131.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,15.204.0.40,BENIGN,BENIGN
134.221.96.9,45.202.0.41,BENIGN,BENIGN
134.221.96.7,194.191.0.37,BENIGN,BENIGN
20.201.14.155,192.168.18.20,BENIGN,BENIGN
134.221.96.14,104.136.0.46,BENIGN,BENIGN
134.221.96.1,81.66.0.37,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,95.182.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,239.242.0.32,BENIGN,BENIGN
134.221.96.0,75.82.0.41,BENIGN,BENIGN
134.221.96.4,0.155.4.207,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,37.135.4.214,BENIGN,BENIGN
134.221.96.6,212.21.0.177,BENIGN,BENIGN
134.221.96.10,14.35.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,98.56.0.44,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,22.135.0.42,BENIGN,BENIGN
134.221.96.11,102.118.0.45,BENIGN,BENIGN
134.221.96.14,70.22.1.70,BENIGN,BENIGN
134.221.96.2,177.16.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,17.228.0.45,BENIGN,BENIGN
134.221.96.13,37.217.0.45,BENIGN,BENIGN
134.221.96.14,25.55.0.41,BENIGN,BENIGN
134.221.96.3,82.155.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,101.92.0.41,BENIGN,BENIGN
134.221.96.2,255.186.4.214,BENIGN,BENIGN
134.221.96.4,17.247.0.41,BENIGN,BENIGN
134.221.96.3,160.61.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,49.245.0.40,BENIGN,BENIGN
134.221.96.15,45.204.0.43,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,88.247.0.42,BENIGN,BENIGN
134.221.96.4,22.181.0.45,BENIGN,BENIGN
134.221.96.4,202.247.4.214,BENIGN,BENIGN
134.221.96.14,193.186.0.43,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,239.221.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,117.96.0.59,BENIGN,BENIGN
134.221.96.14,104.136.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,218.122.3.152,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.11,116.227.0.45,BENIGN,BENIGN
134.221.96.7,80.33.4.214,BENIGN,BENIGN
134.221.96.8,230.45.0.39,BENIGN,BENIGN
134.221.96.9,187.32.1.91,BENIGN,BENIGN
134.221.96.1,36.244.0.236,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,246.139.0.40,BENIGN,BENIGN
134.221.96.0,233.65.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,19.197.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,52.234.0.40,BENIGN,BENIGN
134.221.96.13,93.72.0.41,BENIGN,BENIGN
134.221.96.7,92.2.1.109,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,227.212.4.214,BENIGN,BENIGN
134.221.96.9,152.109.2.185,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.7,154.72.4.214,BENIGN,BENIGN
13.227.107.36,192.168.18.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,31.212.0.20,BENIGN,BENIGN
134.221.96.15,193.112.4.214,BENIGN,BENIGN
134.221.96.9,120.50.0.41,BENIGN,BENIGN
134.221.96.1,241.141.0.43,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,161.125.1.99,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,169.252.4.214,BENIGN,BENIGN
134.221.96.7,166.23.0.37,BENIGN,BENIGN
134.221.96.1,81.66.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,242.58.0.41,BENIGN,BENIGN
134.221.96.15,187.245.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,233.77.0.43,BENIGN,BENIGN
134.221.96.6,223.121.0.244,BENIGN,BENIGN
192.168.18.20,239.255.255.250,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,183.228.4.214,BENIGN,BENIGN
134.221.96.14,193.186.0.48,BENIGN,BENIGN
134.221.96.5,19.53.0.41,BENIGN,BENIGN
134.221.96.2,209.12.0.42,BENIGN,BENIGN
134.221.96.6,212.21.0.44,BENIGN,BENIGN
134.221.96.2,224.94.0.42,BENIGN,BENIGN
134.221.96.11,200.190.0.37,BENIGN,BENIGN
134.221.96.0,243.242.0.64,BENIGN,BENIGN
134.221.96.11,206.74.0.40,BENIGN,BENIGN
134.221.96.4,105.78.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,233.77.0.39,BENIGN,BENIGN
134.221.96.3,192.195.0.41,BENIGN,BENIGN
134.221.96.7,98.97.4.214,BENIGN,BENIGN
134.221.96.3,245.88.0.171,BENIGN,BENIGN
134.221.96.13,63.96.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,96.14.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.11,130.245.0.41,BENIGN,BENIGN
134.221.96.11,54.39.0.39,BENIGN,BENIGN
134.221.96.1,36.244.4.214,BENIGN,BENIGN
134.221.96.15,50.165.0.42,BENIGN,BENIGN
134.221.96.8,230.45.0.43,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,37.217.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,70.22.4.214,BENIGN,BENIGN
134.221.96.3,211.188.0.42,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,19.65.0.55,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.11,34.49.0.20,BENIGN,BENIGN
134.221.96.14,28.91.4.214,BENIGN,BENIGN
134.221.96.13,127.19.0.44,BENIGN,BENIGN
134.221.96.3,191.122.0.40,BENIGN,BENIGN
134.221.96.15,150.126.0.45,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,236.88.0.20,BENIGN,BENIGN
134.221.96.11,138.194.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,221.232.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,99.141.0.41,ATTACK,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,138.63.0.43,BENIGN,BENIGN
134.221.96.4,9.133.0.139,BENIGN,BENIGN
134.221.96.13,93.72.4.214,BENIGN,BENIGN
134.221.96.5,208.61.0.46,BENIGN,BENIGN
134.221.96.3,33.65.0.39,BENIGN,BENIGN
134.221.96.1,141.224.4.214,BENIGN,BENIGN
134.221.96.2,156.222.0.43,BENIGN,BENIGN
134.221.96.11,138.194.0.46,BENIGN,BENIGN
134.221.96.12,5.127.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
204.79.197.219,192.168.18.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,63.96.0.43,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,40.23.0.37,BENIGN,BENIGN
134.221.96.13,245.219.0.48,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,157.197.4.214,BENIGN,BENIGN
134.221.96.11,200.190.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,227.212.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,187.32.0.187,BENIGN,BENIGN
134.221.96.12,180.169.0.37,BENIGN,BENIGN
134.221.96.11,230.248.4.207,BENIGN,BENIGN
134.221.96.1,186.61.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
20.201.14.155,192.168.18.20,BENIGN,BENIGN
134.221.96.15,50.165.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.7,114.163.4.214,BENIGN,BENIGN
134.221.96.14,70.22.1.93,BENIGN,BENIGN
134.221.96.1,161.125.1.107,BENIGN,BENIGN
134.221.96.5,30.235.0.43,BENIGN,BENIGN
134.221.96.4,37.198.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,221.232.0.45,BENIGN,BENIGN
134.221.96.8,61.230.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,175.167.0.41,BENIGN,BENIGN
204.79.197.203,192.168.18.20,BENIGN,BENIGN
134.221.96.11,53.253.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,9.245.0.37,BENIGN,BENIGN
134.221.96.15,233.77.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,202.247.0.41,BENIGN,BENIGN
134.221.96.0,218.122.0.39,BENIGN,BENIGN
134.221.96.1,36.244.0.40,BENIGN,BENIGN
134.221.96.15,153.151.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
95.101.25.149,192.168.18.20,BENIGN,BENIGN
134.221.96.0,243.242.0.40,BENIGN,BENIGN
134.221.96.13,34.89.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,42.12.4.214,ATTACK,BENIGN
134.221.96.9,47.85.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,46.115.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,173.189.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,98.56.0.236,BENIGN,BENIGN
134.221.96.0,101.92.0.37,BENIGN,BENIGN
134.221.96.15,238.223.0.41,BENIGN,BENIGN
134.221.96.0,243.242.0.45,BENIGN,BENIGN
134.221.96.6,212.21.4.214,BENIGN,BENIGN
134.221.96.9,152.109.4.208,BENIGN,BENIGN
134.221.96.2,133.115.0.47,BENIGN,BENIGN
134.221.96.6,45.204.0.41,BENIGN,BENIGN
134.221.96.1,119.9.0.45,BENIGN,BENIGN
134.221.96.0,243.242.0.46,BENIGN,BENIGN
134.221.96.2,52.69.0.20,BENIGN,BENIGN
134.221.96.3,59.206.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,212.195.0.48,BENIGN,BENIGN
134.221.96.5,208.61.0.41,BENIGN,BENIGN
134.221.96.14,244.15.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,197.45.0.41,BENIGN,BENIGN
134.221.96.2,235.169.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,237.18.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,36.244.0.44,BENIGN,BENIGN
134.221.96.1,169.122.2.60,BENIGN,BENIGN
134.221.96.15,72.190.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,243.242.0.41,BENIGN,BENIGN
134.221.96.7,11.199.0.41,ATTACK,BENIGN
191.237.206.80,192.168.18.20,BENIGN,BENIGN
134.221.96.13,139.6.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,245.88.0.43,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,87.176.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,187.32.1.104,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,245.88.0.42,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,158.229.0.20,BENIGN,BENIGN
134.221.96.10,144.205.4.214,BENIGN,BENIGN
134.221.96.15,239.37.0.39,BENIGN,BENIGN
134.221.96.0,188.3.0.37,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.2,143.47.0.39,BENIGN,BENIGN
134.221.96.5,30.235.0.42,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.2,111.46.0.37,BENIGN,BENIGN
134.221.96.7,154.72.0.37,BENIGN,BENIGN
134.221.96.13,3.55.5.132,BENIGN,BENIGN
134.221.96.12,196.101.0.43,BENIGN,BENIGN
134.221.96.1,9.104.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,75.58.0.40,BENIGN,BENIGN
134.221.96.13,63.96.0.44,BENIGN,BENIGN
134.221.96.5,123.245.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,116.158.0.41,BENIGN,BENIGN
134.221.96.13,111.158.0.42,ATTACK,BENIGN
134.221.96.12,13.174.0.39,BENIGN,BENIGN
134.221.96.7,173.89.0.45,BENIGN,BENIGN
134.221.96.0,41.131.0.41,BENIGN,BENIGN
134.221.96.0,132.161.4.214,BENIGN,BENIGN
134.221.96.4,101.68.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,148.235.0.37,BENIGN,BENIGN
134.221.96.0,188.3.0.45,BENIGN,BENIGN
134.221.96.4,186.75.4.214,BENIGN,BENIGN
134.221.96.5,255.148.0.42,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,103.122.4.214,BENIGN,BENIGN
134.221.96.0,173.189.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,67.205.0.48,BENIGN,BENIGN
20.201.52.37,192.168.18.20,BENIGN,BENIGN
134.221.96.6,161.103.0.39,BENIGN,BENIGN
134.221.96.11,230.248.0.41,BENIGN,BENIGN
134.221.96.5,48.42.1.104,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,22.135.1.111,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,180.56.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.2,255.186.0.39,BENIGN,BENIGN
134.221.96.10,185.35.0.20,BENIGN,BENIGN
134.221.96.3,13.43.0.20,BENIGN,BENIGN
134.221.96.12,148.21.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,69.237.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,187.99.4.214,BENIGN,BENIGN
134.221.96.5,48.42.0.48,BENIGN,BENIGN
134.221.96.7,16.105.0.47,BENIGN,BENIGN
134.221.96.2,164.45.0.41,BENIGN,BENIGN
134.221.96.5,220.56.0.48,BENIGN,BENIGN
134.221.96.9,182.251.4.214,BENIGN,BENIGN
134.221.96.8,151.240.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,105.78.4.214,BENIGN,BENIGN
134.221.96.4,9.133.0.138,BENIGN,BENIGN
134.221.96.8,136.75.0.43,BENIGN,BENIGN
134.221.96.10,136.92.0.39,BENIGN,BENIGN
134.221.96.7,213.27.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,49.13.0.41,BENIGN,BENIGN
134.221.96.9,152.109.0.46,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,238.223.4.210,BENIGN,BENIGN
134.221.96.9,152.109.0.45,BENIGN,BENIGN
134.221.96.13,37.217.4.214,BENIGN,BENIGN
134.221.96.4,195.61.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.11,11.136.0.41,BENIGN,BENIGN
134.221.96.0,129.176.4.208,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,239.37.0.43,BENIGN,BENIGN
134.221.96.4,88.247.0.37,BENIGN,BENIGN
134.221.96.15,216.101.0.115,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,154.182.4.214,BENIGN,BENIGN
134.221.96.1,161.125.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,48.42.0.43,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,69.238.0.46,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,81.206.4.214,BENIGN,BENIGN
134.221.96.3,227.180.4.214,BENIGN,BENIGN
134.221.96.14,101.74.0.40,BENIGN,BENIGN
134.221.96.9,134.205.0.40,BENIGN,BENIGN
134.221.96.2,209.12.0.48,BENIGN,BENIGN
134.221.96.2,85.253.4.214,BENIGN,BENIGN
134.221.96.9,164.200.4.214,BENIGN,BENIGN
134.221.96.9,120.50.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
