Src IP,Dst IP,isAttack,type_attack
134.221.96.13,131.13.5.132,BENIGN,BENIGN
134.221.96.5,98.226.0.42,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,114.141.0.44,BENIGN,BENIGN
192.168.18.20,239.255.255.250,BENIGN,BENIGN
134.221.96.6,129.151.0.87,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,132.51.4.214,BENIGN,BENIGN
134.221.96.5,98.226.0.39,BENIGN,BENIGN
192.168.18.20,224.0.0.251,BENIGN,BENIGN
134.221.96.0,114.141.0.46,BENIGN,BENIGN
4.153.191.4,192.168.18.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,86.64.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,132.51.0.43,BENIGN,BENIGN
134.221.96.0,114.141.4.214,BENIGN,BENIGN
192.168.18.20,224.0.0.252,BENIGN,BENIGN
192.168.18.20,20.169.174.231,BENIGN,BENIGN
134.221.96.9,55.191.0.59,BENIGN,BENIGN
134.221.96.2,166.69.0.20,BENIGN,BENIGN
13.89.179.13,192.168.18.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,65.89.0.41,BENIGN,BENIGN
134.221.96.9,237.216.0.42,BENIGN,BENIGN
192.168.18.20,224.0.0.22,BENIGN,BENIGN
134.221.96.2,28.28.0.20,BENIGN,BENIGN
134.221.96.9,55.191.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,224.0.0.252,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,112.178.0.20,BENIGN,BENIGN
192.168.18.20,35.241.46.245,BENIGN,BENIGN
134.221.96.14,132.51.0.37,BENIGN,BENIGN
13.89.179.13,192.168.18.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,68.10.0.20,BENIGN,BENIGN
192.168.18.20,13.89.179.13,BENIGN,BENIGN
192.168.18.20,23.37.9.176,BENIGN,BENIGN
134.221.96.13,131.13.0.20,BENIGN,BENIGN
134.221.96.9,23.236.1.21,BENIGN,BENIGN
134.221.96.2,144.6.0.20,BENIGN,BENIGN
134.221.96.6,86.64.4.214,BENIGN,BENIGN
134.221.96.14,132.51.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,171.170.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,0.0.0.32,BENIGN,BENIGN
134.221.96.8,71.144.0.20,BENIGN,BENIGN
134.221.96.9,55.191.5.132,BENIGN,BENIGN
192.168.18.5,192.168.18.20,BENIGN,BENIGN
20.169.174.231,192.168.18.20,BENIGN,BENIGN
192.168.18.20,224.0.0.252,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,239.255.255.250,BENIGN,BENIGN
134.221.96.0,114.141.0.45,BENIGN,BENIGN
4.153.191.4,192.168.18.20,BENIGN,BENIGN
134.221.96.0,114.141.4.210,BENIGN,BENIGN
192.168.18.20,34.120.52.64,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,219.64.0.58,BENIGN,BENIGN
192.168.18.20,192.168.18.5,BENIGN,BENIGN
134.221.96.9,237.216.0.49,BENIGN,BENIGN
134.221.96.5,179.247.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,35.241.46.245,BENIGN,BENIGN
192.168.18.20,52.27.28.116,BENIGN,BENIGN
134.221.96.9,23.236.0.20,BENIGN,BENIGN
134.221.96.9,99.164.4.214,BENIGN,BENIGN
134.221.96.1,239.176.4.214,BENIGN,BENIGN
134.221.96.9,182.177.0.58,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,114.141.0.48,BENIGN,BENIGN
134.221.96.9,72.215.0.32,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,23.236.0.59,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,114.141.0.42,BENIGN,BENIGN
134.221.96.3,32.14.4.214,BENIGN,BENIGN
134.221.96.13,98.0.4.214,BENIGN,BENIGN
192.168.18.20,34.117.192.206,BENIGN,BENIGN
192.168.18.20,34.117.192.206,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,23.236.5.132,BENIGN,BENIGN
134.221.96.1,239.176.0.40,BENIGN,BENIGN
134.221.96.5,98.226.0.218,BENIGN,BENIGN
8.6.0.1,8.0.6.4,BENIGN,BENIGN
134.221.96.8,201.174.0.39,BENIGN,BENIGN
134.221.96.10,192.203.0.20,BENIGN,BENIGN
134.221.96.5,98.226.0.45,BENIGN,BENIGN
134.221.96.4,62.184.0.41,BENIGN,BENIGN
192.168.18.20,34.117.192.206,BENIGN,BENIGN
134.221.96.5,183.160.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,184.46.4.214,BENIGN,BENIGN
134.221.96.1,239.176.0.41,BENIGN,BENIGN
134.221.96.0,114.141.0.39,BENIGN,BENIGN
134.221.96.13,131.13.0.59,BENIGN,BENIGN
134.221.96.6,171.170.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,98.226.0.40,BENIGN,BENIGN
134.221.96.0,114.141.0.40,BENIGN,BENIGN
134.221.96.5,98.226.0.43,BENIGN,BENIGN
134.221.96.10,247.254.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.5,192.168.18.20,BENIGN,BENIGN
134.221.96.8,201.174.0.40,BENIGN,BENIGN
134.221.96.0,114.141.0.43,BENIGN,BENIGN
134.221.96.1,239.176.0.43,BENIGN,BENIGN
192.168.18.20,224.0.0.252,BENIGN,BENIGN
134.221.96.0,114.141.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,129.151.4.214,BENIGN,BENIGN
134.221.96.8,201.174.4.214,BENIGN,BENIGN
134.221.96.2,151.119.0.20,BENIGN,BENIGN
134.221.96.1,239.176.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.255,BENIGN,BENIGN
134.221.96.8,50.253.0.41,BENIGN,BENIGN
192.168.18.20,34.117.192.206,BENIGN,BENIGN
134.221.96.9,99.164.0.39,BENIGN,BENIGN
134.221.96.9,72.215.0.20,BENIGN,BENIGN
134.221.96.8,186.253.0.40,BENIGN,BENIGN
134.221.96.1,239.176.0.44,BENIGN,BENIGN
