Src IP,Dst IP,isAttack,type_attack
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,66.95.0.41,BENIGN,BENIGN
134.221.96.12,250.120.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,11.98.0.46,BENIGN,BENIGN
134.221.96.14,243.5.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,181.93.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,121.54.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,100.105.0.43,BENIGN,BENIGN
134.221.96.11,146.78.0.41,BENIGN,BENIGN
134.221.96.1,122.78.0.41,BENIGN,BENIGN
3.163.63.109,192.168.18.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,84.141.0.42,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,205.85.4.208,BENIGN,BENIGN
134.221.96.10,105.210.0.45,ATTACK,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,11.31.0.42,BENIGN,BENIGN
104.18.25.17,192.168.18.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,76.243.4.214,BENIGN,BENIGN
134.221.96.12,161.225.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,29.68.0.174,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,209.145.4.214,BENIGN,BENIGN
134.221.96.7,128.222.0.42,BENIGN,BENIGN
134.221.96.8,81.208.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,6.38.1.40,BENIGN,BENIGN
172.217.29.194,192.168.18.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,65.222.0.20,BENIGN,BENIGN
134.221.96.15,126.138.0.41,BENIGN,BENIGN
134.221.96.9,100.105.4.214,BENIGN,BENIGN
134.221.96.4,172.169.0.45,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,160.164.4.214,BENIGN,BENIGN
134.221.96.15,79.68.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,5.36.0.43,BENIGN,BENIGN
20.189.173.13,192.168.18.20,BENIGN,BENIGN
134.221.96.5,143.123.0.237,BENIGN,BENIGN
134.221.96.3,218.58.4.214,BENIGN,BENIGN
134.221.96.14,138.181.0.37,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.7,37.0.5.84,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,181.93.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,151.203.0.226,BENIGN,BENIGN
134.221.96.4,217.115.0.43,BENIGN,BENIGN
134.221.96.1,55.233.0.20,BENIGN,BENIGN
134.221.96.10,59.48.0.41,BENIGN,BENIGN
134.221.96.4,172.169.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,172.169.0.91,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.7,103.169.0.39,BENIGN,BENIGN
134.221.96.11,230.248.4.207,BENIGN,BENIGN
134.221.96.3,218.58.0.44,BENIGN,BENIGN
134.221.96.3,159.11.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,146.87.4.214,BENIGN,BENIGN
134.221.96.8,6.182.4.214,BENIGN,BENIGN
134.221.96.5,166.79.4.207,BENIGN,BENIGN
134.221.96.5,143.123.0.43,BENIGN,BENIGN
134.221.96.10,136.6.0.88,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,183.105.1.104,BENIGN,BENIGN
134.221.96.10,243.148.4.210,BENIGN,BENIGN
134.221.96.5,86.38.0.42,BENIGN,BENIGN
134.221.96.0,29.68.0.179,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,160.7.0.45,BENIGN,BENIGN
134.221.96.2,112.231.0.40,BENIGN,BENIGN
134.221.96.4,108.182.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,44.115.1.86,BENIGN,BENIGN
134.221.96.6,44.115.0.48,BENIGN,BENIGN
134.221.96.15,41.57.0.43,BENIGN,BENIGN
134.221.96.4,106.162.4.209,BENIGN,BENIGN
3.163.63.109,192.168.18.20,BENIGN,BENIGN
134.221.96.9,129.191.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.11,128.30.0.20,BENIGN,BENIGN
134.221.96.10,75.232.0.41,BENIGN,BENIGN
134.221.96.15,66.95.1.88,BENIGN,BENIGN
134.221.96.3,100.179.4.214,BENIGN,BENIGN
134.221.96.4,163.96.0.20,BENIGN,BENIGN
134.221.96.0,33.179.0.48,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
204.79.197.219,192.168.18.20,BENIGN,BENIGN
134.221.96.13,93.132.5.132,BENIGN,BENIGN
134.221.96.3,34.193.0.44,BENIGN,BENIGN
134.221.96.1,6.38.0.59,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,194.45.0.49,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,172.169.0.97,BENIGN,BENIGN
134.221.96.10,49.69.4.208,BENIGN,BENIGN
134.221.96.9,224.242.0.40,BENIGN,BENIGN
134.221.96.14,16.62.0.39,BENIGN,BENIGN
134.221.96.9,160.7.0.40,BENIGN,BENIGN
134.221.96.15,33.70.0.43,BENIGN,BENIGN
134.221.96.14,151.203.2.245,BENIGN,BENIGN
134.221.96.6,44.115.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,177.183.0.20,BENIGN,BENIGN
134.221.96.1,170.205.0.41,BENIGN,BENIGN
134.221.96.6,209.20.0.59,BENIGN,BENIGN
134.221.96.11,136.132.4.214,BENIGN,BENIGN
134.221.96.1,59.168.5.132,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.7,74.222.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,232.152.4.214,BENIGN,BENIGN
134.221.96.3,205.85.0.54,BENIGN,BENIGN
134.221.96.3,218.58.0.49,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,242.187.0.39,BENIGN,BENIGN
134.221.96.7,145.222.0.42,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,21.171.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,95.53.0.40,BENIGN,BENIGN
134.221.96.15,156.141.0.39,BENIGN,BENIGN
134.221.96.7,208.118.0.112,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,197.231.2.185,BENIGN,BENIGN
134.221.96.14,75.70.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,243.148.4.214,BENIGN,BENIGN
134.221.96.0,29.68.1.179,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,111.182.0.40,BENIGN,BENIGN
134.221.96.13,76.99.0.43,BENIGN,BENIGN
134.221.96.3,180.47.4.214,BENIGN,BENIGN
134.221.96.6,8.135.4.210,BENIGN,BENIGN
134.221.96.11,230.248.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,239.32.0.39,BENIGN,BENIGN
134.221.96.9,160.7.0.46,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.2,6.185.0.41,BENIGN,BENIGN
134.221.96.3,205.85.0.59,BENIGN,BENIGN
134.221.96.10,59.48.0.40,BENIGN,BENIGN
134.221.96.14,140.108.0.43,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,34.193.4.209,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,220.56.0.48,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.2,228.53.4.214,BENIGN,BENIGN
134.221.96.10,53.66.0.20,BENIGN,BENIGN
134.221.96.14,75.70.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,172.169.2.121,BENIGN,BENIGN
134.221.96.1,149.216.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.7,122.59.0.41,BENIGN,BENIGN
134.221.96.6,76.1.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,161.225.0.43,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.2,40.249.0.39,BENIGN,BENIGN
134.221.96.8,5.169.0.48,BENIGN,BENIGN
134.221.96.15,66.95.4.207,BENIGN,BENIGN
134.221.96.15,79.68.0.50,BENIGN,BENIGN
134.221.96.5,86.38.0.46,BENIGN,BENIGN
134.221.96.13,5.36.4.214,BENIGN,BENIGN
134.221.96.2,116.124.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,179.91.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,86.38.4.214,BENIGN,BENIGN
134.221.96.10,105.210.0.44,BENIGN,BENIGN
134.221.96.8,58.149.0.43,BENIGN,BENIGN
134.221.96.11,241.125.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,140.131.4.214,BENIGN,BENIGN
134.221.96.15,226.34.4.214,BENIGN,BENIGN
134.221.96.12,161.98.0.45,BENIGN,BENIGN
134.221.96.13,43.97.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,247.2.0.20,BENIGN,BENIGN
134.221.96.15,66.95.0.179,BENIGN,BENIGN
134.221.96.8,228.169.0.37,BENIGN,BENIGN
134.221.96.10,189.233.0.39,BENIGN,BENIGN
134.221.96.8,58.149.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,85.252.0.37,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,33.179.0.85,BENIGN,BENIGN
192.168.18.20,172.217.172.38,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,79.68.0.42,BENIGN,BENIGN
134.221.96.4,106.162.0.45,BENIGN,BENIGN
134.221.96.8,5.169.0.165,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,214.78.0.43,BENIGN,BENIGN
134.221.96.1,74.115.0.39,BENIGN,BENIGN
20.190.173.130,192.168.18.20,BENIGN,BENIGN
134.221.96.9,111.182.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,33.179.0.51,BENIGN,BENIGN
134.221.96.0,0.0.0.32,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,231.48.4.214,BENIGN,BENIGN
134.221.96.11,227.172.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,79.68.0.46,BENIGN,BENIGN
134.221.96.15,66.95.0.50,BENIGN,BENIGN
134.221.96.6,8.135.0.44,ATTACK,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,126.176.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,100.179.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
20.42.73.30,192.168.18.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,102.147.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,8.135.0.47,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,61.53.0.39,BENIGN,BENIGN
134.221.96.9,148.191.0.44,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,205.85.1.53,BENIGN,BENIGN
134.221.96.8,5.169.0.167,BENIGN,BENIGN
134.221.96.14,21.31.0.42,BENIGN,BENIGN
134.221.96.10,243.148.0.49,BENIGN,BENIGN
134.221.96.5,95.53.0.41,BENIGN,BENIGN
20.189.173.13,192.168.18.20,BENIGN,BENIGN
134.221.96.5,197.231.0.48,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,2.221.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,177.99.0.37,BENIGN,BENIGN
134.221.96.8,214.224.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,5.169.0.43,BENIGN,BENIGN
134.221.96.1,76.243.2.88,BENIGN,BENIGN
134.221.96.10,86.194.4.214,BENIGN,BENIGN
134.221.96.14,242.187.4.214,BENIGN,BENIGN
134.221.96.15,121.54.4.214,BENIGN,BENIGN
134.221.96.9,219.249.4.207,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,212.241.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,190.46.0.39,BENIGN,BENIGN
134.221.96.15,30.227.4.214,BENIGN,BENIGN
134.221.96.4,172.169.0.212,BENIGN,BENIGN
134.221.96.15,13.139.4.214,BENIGN,BENIGN
134.221.96.10,189.233.4.214,BENIGN,BENIGN
134.221.96.15,33.70.0.39,BENIGN,BENIGN
134.221.96.9,97.95.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,102.147.0.45,BENIGN,BENIGN
134.221.96.1,14.73.4.214,BENIGN,BENIGN
134.221.96.5,67.243.0.42,BENIGN,BENIGN
134.221.96.4,106.162.0.49,BENIGN,BENIGN
134.221.96.10,243.148.0.44,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.1,239.255.255.250,BENIGN,BENIGN
134.221.96.6,140.100.4.214,BENIGN,BENIGN
134.221.96.5,197.231.1.226,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,93.164.0.20,BENIGN,BENIGN
134.221.96.4,172.169.0.37,BENIGN,BENIGN
134.221.96.3,34.193.0.39,BENIGN,BENIGN
134.221.96.8,107.184.4.214,BENIGN,BENIGN
134.221.96.4,106.162.0.44,BENIGN,BENIGN
134.221.96.3,103.163.0.40,BENIGN,BENIGN
134.221.96.11,192.76.4.214,BENIGN,BENIGN
134.221.96.9,129.191.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,196.157.4.214,BENIGN,BENIGN
134.221.96.10,75.232.4.214,BENIGN,BENIGN
134.221.96.12,161.225.4.210,BENIGN,BENIGN
134.221.96.9,102.147.0.49,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,192.243.0.87,BENIGN,BENIGN
134.221.96.3,205.85.3.130,BENIGN,BENIGN
134.221.96.5,197.231.1.227,BENIGN,BENIGN
134.221.96.14,140.108.0.41,BENIGN,BENIGN
134.221.96.15,33.70.0.44,BENIGN,BENIGN
134.221.96.4,106.162.4.214,BENIGN,BENIGN
134.221.96.4,23.106.0.37,BENIGN,BENIGN
134.221.96.11,166.111.0.20,BENIGN,BENIGN
134.221.96.12,229.29.5.84,BENIGN,BENIGN
134.221.96.12,250.120.0.41,BENIGN,BENIGN
134.221.96.3,218.58.0.39,ATTACK,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,11.98.0.45,BENIGN,BENIGN
134.221.96.4,172.169.0.86,BENIGN,BENIGN
134.221.96.15,156.141.0.40,BENIGN,BENIGN
134.221.96.8,5.169.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,11.98.2.92,BENIGN,BENIGN
134.221.96.3,68.145.4.214,BENIGN,BENIGN
134.221.96.8,51.121.5.132,BENIGN,BENIGN
134.221.96.0,33.179.4.214,BENIGN,BENIGN
134.221.96.3,34.193.4.210,BENIGN,BENIGN
134.221.96.7,242.153.4.214,BENIGN,BENIGN
134.221.96.7,145.222.0.49,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,154.228.0.40,BENIGN,BENIGN
134.221.96.5,86.38.0.39,BENIGN,BENIGN
134.221.96.4,172.169.4.207,BENIGN,BENIGN
134.221.96.3,205.85.0.43,BENIGN,BENIGN
134.221.96.2,242.192.0.49,BENIGN,BENIGN
134.221.96.4,106.162.0.227,BENIGN,BENIGN
134.221.96.12,101.151.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,93.145.0.39,BENIGN,BENIGN
134.221.96.1,149.216.0.209,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,148.191.0.43,BENIGN,BENIGN
134.221.96.9,160.7.0.44,BENIGN,BENIGN
134.221.96.12,60.96.0.47,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,172.169.0.49,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
