Src IP,Dst IP,isAttack,type_attack
40.74.98.193,192.168.18.20,BENIGN,BENIGN
192.168.18.20,40.74.98.193,BENIGN,BENIGN
192.168.18.20,52.182.143.211,BENIGN,BENIGN
192.168.18.20,35.241.46.245,BENIGN,BENIGN
192.168.18.20,34.120.52.64,BENIGN,BENIGN
192.168.18.20,13.227.107.29,BENIGN,BENIGN
13.227.107.29,192.168.18.20,BENIGN,BENIGN
134.221.96.4,27.140.0.39,BENIGN,BENIGN
134.221.96.2,115.114.0.42,BENIGN,BENIGN
134.221.96.8,157.222.0.38,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,198.245.0.45,BENIGN,BENIGN
134.221.96.2,227.89.0.41,BENIGN,BENIGN
134.221.96.4,27.140.0.40,BENIGN,BENIGN
134.221.96.12,184.237.4.214,BENIGN,BENIGN
134.221.96.2,227.89.4.214,BENIGN,BENIGN
134.221.96.11,112.192.0.40,BENIGN,BENIGN
34.120.52.64,192.168.18.20,BENIGN,BENIGN
134.221.96.11,112.192.0.41,BENIGN,BENIGN
134.221.96.6,231.51.0.40,BENIGN,BENIGN
134.221.96.6,254.104.4.214,BENIGN,BENIGN
134.221.96.11,112.192.0.42,BENIGN,BENIGN
192.168.18.20,20.169.174.231,BENIGN,BENIGN
134.221.96.3,16.14.4.214,BENIGN,BENIGN
134.221.96.11,112.192.4.214,BENIGN,BENIGN
134.221.96.11,112.192.0.45,BENIGN,BENIGN
192.168.18.20,35.241.46.245,BENIGN,BENIGN
134.221.96.9,16.245.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,198.245.0.47,BENIGN,BENIGN
134.221.96.11,112.192.0.39,BENIGN,BENIGN
134.221.96.6,231.51.4.214,BENIGN,BENIGN
134.221.96.15,113.203.4.214,BENIGN,BENIGN
134.221.96.8,157.222.0.157,BENIGN,BENIGN
192.168.18.20,20.75.60.91,BENIGN,BENIGN
134.221.96.14,34.5.0.41,BENIGN,BENIGN
134.221.96.12,184.237.0.39,BENIGN,BENIGN
134.221.96.15,198.245.0.42,BENIGN,BENIGN
134.221.96.11,112.192.0.49,BENIGN,BENIGN
134.221.96.2,115.114.0.40,BENIGN,BENIGN
134.221.96.10,154.250.5.132,BENIGN,BENIGN
134.221.96.2,227.89.0.45,BENIGN,BENIGN
134.221.96.15,198.245.4.214,BENIGN,BENIGN
134.221.96.8,157.222.0.158,BENIGN,BENIGN
134.221.96.14,34.5.4.214,BENIGN,BENIGN
134.221.96.12,79.22.4.214,BENIGN,BENIGN
134.221.96.10,154.250.0.20,BENIGN,BENIGN
134.221.96.2,115.114.0.41,BENIGN,BENIGN
134.221.96.4,27.140.4.214,BENIGN,BENIGN
192.168.18.1,239.255.255.250,BENIGN,BENIGN
134.221.96.6,231.51.0.39,BENIGN,BENIGN
134.221.96.15,198.245.0.41,BENIGN,BENIGN
134.221.96.12,161.184.0.43,BENIGN,BENIGN
35.241.46.245,192.168.18.20,BENIGN,BENIGN
134.221.96.4,58.85.0.20,BENIGN,BENIGN
134.221.96.2,115.114.0.46,BENIGN,BENIGN
134.221.96.2,115.114.0.43,BENIGN,BENIGN
134.221.96.2,227.89.0.48,BENIGN,BENIGN
134.221.96.14,204.214.4.106,BENIGN,BENIGN
134.221.96.6,231.51.0.37,BENIGN,BENIGN
192.168.18.20,34.120.52.64,BENIGN,BENIGN
134.221.96.15,113.203.0.39,BENIGN,BENIGN
134.221.96.5,208.216.0.20,BENIGN,BENIGN
134.221.96.2,115.114.0.39,BENIGN,BENIGN
