Src IP,Dst IP,isAttack,type_attack
134.221.96.13,44.201.0.42,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,147.155.0.110,BENIGN,BENIGN
134.221.96.15,147.26.0.37,BENIGN,BENIGN
134.221.96.5,125.59.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,4.127.4.214,BENIGN,BENIGN
134.221.96.4,147.155.0.48,BENIGN,BENIGN
134.221.96.12,195.73.0.39,BENIGN,BENIGN
134.221.96.5,99.97.0.40,BENIGN,BENIGN
134.221.96.1,252.214.0.39,BENIGN,BENIGN
134.221.96.10,0.84.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,224.0.0.251,BENIGN,BENIGN
134.221.96.13,44.201.0.95,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.7,116.87.0.40,BENIGN,BENIGN
95.101.25.149,192.168.18.20,BENIGN,BENIGN
134.221.96.7,13.94.0.86,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,221.59.0.39,BENIGN,BENIGN
134.221.96.5,99.97.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,84.154.2.89,BENIGN,BENIGN
104.46.162.225,192.168.18.20,BENIGN,BENIGN
134.221.96.12,48.145.0.39,BENIGN,BENIGN
134.221.96.6,82.69.0.41,BENIGN,BENIGN
134.221.96.12,195.73.0.40,BENIGN,BENIGN
134.221.96.1,166.145.0.39,BENIGN,BENIGN
13.227.107.36,192.168.18.20,BENIGN,BENIGN
134.221.96.1,226.70.0.20,BENIGN,BENIGN
134.221.96.5,125.59.0.40,BENIGN,BENIGN
134.221.96.1,7.222.0.45,BENIGN,BENIGN
134.221.96.13,44.201.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,106.90.2.88,BENIGN,BENIGN
134.221.96.14,154.11.0.40,BENIGN,BENIGN
134.221.96.2,110.120.0.20,BENIGN,BENIGN
134.221.96.12,195.73.4.214,BENIGN,BENIGN
134.221.96.13,222.150.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,147.155.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,73.232.0.41,BENIGN,BENIGN
134.221.96.1,166.145.0.40,BENIGN,BENIGN
134.221.96.14,154.11.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,224.0.0.22,BENIGN,BENIGN
134.221.96.12,210.52.4.214,BENIGN,BENIGN
134.221.96.14,154.11.0.45,BENIGN,BENIGN
134.221.96.13,222.150.0.40,BENIGN,BENIGN
134.221.96.10,221.59.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,226.70.0.143,BENIGN,BENIGN
134.221.96.15,224.59.0.39,BENIGN,BENIGN
134.221.96.5,99.97.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.7,185.243.0.39,BENIGN,BENIGN
134.221.96.1,166.145.0.41,BENIGN,BENIGN
40.90.8.111,192.168.18.20,BENIGN,BENIGN
134.221.96.14,239.60.2.133,BENIGN,BENIGN
192.168.18.20,239.255.255.250,BENIGN,BENIGN
134.221.96.1,87.143.0.20,BENIGN,BENIGN
134.221.96.11,61.14.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.15,238.194.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,154.11.0.41,BENIGN,BENIGN
134.221.96.5,125.59.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,55.179.0.41,BENIGN,BENIGN
134.221.96.12,48.145.0.40,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.5,99.97.0.39,BENIGN,BENIGN
134.221.96.11,61.14.2.135,BENIGN,BENIGN
134.221.96.1,166.145.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,84.154.0.86,BENIGN,BENIGN
134.221.96.1,190.242.0.41,BENIGN,BENIGN
134.221.96.10,254.131.0.39,BENIGN,BENIGN
134.221.96.12,48.145.0.86,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.1,87.143.0.21,BENIGN,BENIGN
134.221.96.2,227.25.0.123,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.6,82.69.0.40,BENIGN,BENIGN
134.221.96.1,7.222.0.41,BENIGN,BENIGN
134.221.96.1,226.70.0.66,BENIGN,BENIGN
134.221.96.15,186.217.0.47,BENIGN,BENIGN
134.221.96.4,30.16.0.41,BENIGN,BENIGN
134.221.96.0,118.130.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.4,63.226.0.21,BENIGN,BENIGN
134.221.96.0,4.127.0.39,BENIGN,BENIGN
134.221.96.13,213.43.0.39,BENIGN,BENIGN
134.221.96.12,55.179.0.37,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,184.173.4.214,BENIGN,BENIGN
134.221.96.10,131.183.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,44.201.0.48,BENIGN,BENIGN
192.168.18.20,224.0.0.252,BENIGN,BENIGN
134.221.96.13,9.1.4.214,BENIGN,BENIGN
134.221.96.1,166.145.0.43,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,222.150.4.214,BENIGN,BENIGN
134.221.96.12,195.73.0.86,BENIGN,BENIGN
134.221.96.0,0.0.0.32,BENIGN,BENIGN
134.221.96.10,0.84.0.40,BENIGN,BENIGN
134.221.96.10,0.84.0.47,BENIGN,BENIGN
134.221.96.7,116.87.4.214,BENIGN,BENIGN
134.221.96.1,166.145.4.210,BENIGN,BENIGN
134.221.96.14,106.90.2.134,BENIGN,BENIGN
134.221.96.3,84.154.4.214,BENIGN,BENIGN
134.221.96.9,245.193.0.20,BENIGN,BENIGN
134.221.96.0,231.20.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.3,84.154.0.39,BENIGN,BENIGN
134.221.96.0,196.178.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,106.90.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.11,165.70.0.39,BENIGN,BENIGN
134.221.96.6,82.69.0.37,BENIGN,BENIGN
134.221.96.10,250.253.4.214,BENIGN,BENIGN
134.221.96.15,224.59.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,196.178.0.39,BENIGN,BENIGN
134.221.96.13,44.201.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,221.59.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,118.130.4.214,BENIGN,BENIGN
134.221.96.1,253.151.0.20,BENIGN,BENIGN
134.221.96.1,252.214.4.214,BENIGN,BENIGN
134.221.96.1,226.70.0.150,BENIGN,BENIGN
134.221.96.10,221.59.0.37,BENIGN,BENIGN
134.221.96.4,30.16.0.46,BENIGN,BENIGN
134.221.96.1,166.145.0.46,BENIGN,BENIGN
134.221.96.13,213.43.4.214,BENIGN,BENIGN
134.221.96.14,239.60.2.89,BENIGN,BENIGN
134.221.96.1,166.145.0.45,BENIGN,BENIGN
134.221.96.12,14.252.0.100,BENIGN,BENIGN
134.221.96.11,61.14.4.214,BENIGN,BENIGN
134.221.96.14,239.60.4.214,BENIGN,BENIGN
134.221.96.9,218.81.4.214,BENIGN,BENIGN
134.221.96.10,254.131.4.214,BENIGN,BENIGN
134.221.96.7,13.94.4.214,BENIGN,BENIGN
134.221.96.9,218.81.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.9,184.173.3.68,BENIGN,BENIGN
134.221.96.10,0.84.4.214,BENIGN,BENIGN
134.221.96.14,106.90.0.41,BENIGN,BENIGN
134.221.96.4,30.16.0.37,BENIGN,BENIGN
134.221.96.3,125.154.4.214,BENIGN,BENIGN
134.221.96.1,199.79.0.40,BENIGN,BENIGN
134.221.96.13,139.146.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,44.201.4.214,BENIGN,BENIGN
134.221.96.7,185.243.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.11,128.30.0.20,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.10,221.59.0.86,BENIGN,BENIGN
134.221.96.15,147.26.0.41,BENIGN,BENIGN
8.6.0.1,8.0.6.4,BENIGN,BENIGN
134.221.96.5,125.59.0.43,BENIGN,BENIGN
134.221.96.10,0.84.4.207,BENIGN,BENIGN
134.221.96.8,90.209.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,53.189.4.214,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.14,106.90.0.86,BENIGN,BENIGN
134.221.96.13,9.1.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.11,61.14.2.87,BENIGN,BENIGN
192.168.18.20,224.0.0.252,BENIGN,BENIGN
134.221.96.0,142.206.0.100,BENIGN,BENIGN
134.221.96.10,131.183.0.39,BENIGN,BENIGN
192.168.18.1,239.255.255.250,BENIGN,BENIGN
134.221.96.15,186.217.4.214,BENIGN,BENIGN
134.221.96.1,199.79.0.37,BENIGN,BENIGN
134.221.96.13,44.201.4.209,BENIGN,BENIGN
134.221.96.7,13.94.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.8,53.189.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.13,213.43.0.41,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.12,4.109.0.37,BENIGN,BENIGN
134.221.96.15,238.194.4.214,BENIGN,BENIGN
134.221.96.12,14.252.0.20,BENIGN,BENIGN
134.221.96.11,165.70.4.214,BENIGN,BENIGN
134.221.96.14,154.11.4.214,BENIGN,BENIGN
134.221.96.11,165.70.0.86,BENIGN,BENIGN
134.221.96.0,194.169.0.41,BENIGN,BENIGN
134.221.96.1,87.143.5.100,BENIGN,BENIGN
134.221.96.11,165.70.0.40,BENIGN,BENIGN
134.221.96.9,184.173.1.154,BENIGN,BENIGN
134.221.96.8,90.209.0.41,BENIGN,BENIGN
134.221.96.8,53.189.0.86,BENIGN,BENIGN
134.221.96.5,21.65.4.214,BENIGN,BENIGN
134.221.96.4,115.165.0.20,BENIGN,BENIGN
134.221.96.7,116.87.0.39,BENIGN,BENIGN
134.221.96.10,250.253.0.39,BENIGN,BENIGN
192.168.18.20,192.168.18.1,BENIGN,BENIGN
134.221.96.0,194.169.0.37,BENIGN,BENIGN
134.221.96.5,21.65.0.39,BENIGN,BENIGN
