Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.18.20-3.163.63.109-58262-443-6,192.168.18.20,58262,3.163.63.109,443,6,06/09/2025 08:34:10 PM,604323,8,11,1894.0,6962.0,1412.0,0.0,236.75000000000003,496.29477128013343,1412.0,0.0,632.9090909090909,689.6286616064409,14654.414940354744,31.440140454690617,33573.5,103624.15015091801,444866.0,0.0,586826.0,83832.28571428571,159916.96662822063,444866.0,0.0,159304.0,15930.399999999998,29628.620177119283,82659.0,0.0,0,0,0,0,160,244,13.237953875659208,18.20218657903141,0.0,1412.0,442.79999999999995,624.6395676497641,390174.58947368426,0,1,0,0,0,0,0,0,1.0,466.10526315789474,236.75,632.9090909090909,0,0,0,0,0,0,8,1894,11,6962,-1,136,3,0,0,0,0,0,0,0,0,0,No Label
192.168.18.20-3.163.63.109-58270-443-6,192.168.18.20,58270,3.163.63.109,443,6,06/09/2025 08:34:17 PM,18255835,8,12,1830.0,6962.0,1412.0,0.0,228.75,493.4634883005168,1412.0,0.0,580.1666666666666,682.4467789217017,481.5994447802579,1.095540138262643,960833.4210526316,4178134.9946329896,1.8214363E7,0.0,1.8243262E7,2606180.285714286,6882563.648161508,1.8214363E7,0.0,41359.0,3759.9090909090914,5965.2934119713755,14082.0,0.0,0,0,0,0,160,264,0.43821605530505725,0.6573240829575858,0.0,1412.0,418.6666666666667,616.6209802896211,380221.43333333335,0,1,0,0,0,0,0,0,1.0,439.6,228.75,580.1666666666666,0,0,0,0,0,0,8,1830,12,6962,-1,140,3,0,0,0,0,0,0,0,0,0,No Label
192.168.18.20-204.79.197.203-58272-443-6,192.168.18.20,58272,204.79.197.203,443,6,06/09/2025 08:34:21 PM,14733539,9,13,2364.0,6654.0,1412.0,0.0,262.6666666666667,473.9461994783796,1412.0,0.0,511.84615384615375,641.7731746437425,612.0729038691926,1.4931918258064134,701597.0952380953,3193984.554001521,1.4641257E7,0.0,1.4719898E7,1839987.25,5172501.7706997935,1.4641257E7,0.0,92165.0,7680.416666666667,12020.81617602893,37762.0,0.0,0,0,0,0,180,284,0.61085120146626,0.8823406243401534,0.0,1412.0,392.08695652173924,573.2840730898583,328654.628458498,0,1,0,0,0,0,0,0,1.0,409.90909090909093,262.6666666666667,511.84615384615387,0,0,0,0,0,0,9,2364,13,6654,-1,16384,4,0,0,0,0,0,0,0,0,0,No Label
134.221.96.6-102.74.4.209-0-0-0,134.221.96.6,0,102.74.4.209,0,0,06/09/2025 08:35:14 PM,11091681,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27047297880276217,5545840.5,112386.84469500868,5625310.0,5466371.0,5466371.0,5466371.0,0.0,5466371.0,5466371.0,0,0,0,0,0,0,0,0,0,0,0,0.18031531920184146,0.09015765960092073,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,5545840.5,112386.84469500868,5625310.0,5466371.0,No Label
134.221.96.0-159.214.0.20-0-0-0,134.221.96.0,0,159.214.0.20,0,0,06/09/2025 08:34:12 PM,3930480,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27210925892003,982620.0,1909768.1069325318,3847116.0,6279.0,3907732.0,1302577.3333333335,2203766.1315262862,3847116.0,6279.0,0,0,0,0,0,0,0,0,0,0,0,1.017687407136024,0.254421851784006,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.10-241.64.4.209-0-0-0,134.221.96.10,0,241.64.4.209,0,0,06/09/2025 08:34:32 PM,30013604,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19990934777442923,6002720.8,599479.133350528,6749345.0,5481268.0,2.4294404E7,6073601.0,667587.9143728312,6749345.0,5481268.0,0,0,0,0,0,0,0,0,0,0,0,0.16659112314535768,0.03331822462907154,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,6002720.8,599479.133350528,6749345.0,5481268.0,No Label
134.221.96.9-206.170.0.20-0-0-0,134.221.96.9,0,206.170.0.20,0,0,06/09/2025 08:33:56 PM,4401650,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5903127236377268,733608.3333333333,1771404.311838341,4349442.0,672.0,4387405.0,877481.0,1940900.9411600581,4349442.0,672.0,0,0,0,0,0,0,0,0,0,0,0,1.36312519168948,0.22718753194824667,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.2-189.219.0.39-0-0-0,134.221.96.2,0,189.219.0.39,0,0,06/09/2025 08:35:03 PM,25982,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.46455238241859,12991.0,17834.6472350871,25602.0,380.0,25602.0,25602.0,0.0,25602.0,25602.0,0,0,0,0,0,0,0,0,0,0,0,76.97636825494573,38.48818412747286,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.7-67.46.0.39-0-0-0,134.221.96.7,0,67.46.0.39,0,0,06/09/2025 08:34:25 PM,5338,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.6804046459348,1334.5,1027.0691310715165,2874.0,789.0,4549.0,1516.3333333333333,1176.4039838989554,2874.0,799.0,0,0,0,0,0,0,0,0,0,0,0,749.3443237167479,187.33608092918698,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.12-217.208.5.132-0-0-0,134.221.96.12,0,217.208.5.132,0,0,06/09/2025 08:34:18 PM,27556,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.57947452460444,27556.0,0.0,27556.0,27556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.28973726230222,36.28973726230222,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.5-54.187.0.44-0-0-0,134.221.96.5,0,54.187.0.44,0,0,06/09/2025 08:34:26 PM,541004,28,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.604039896193,19321.57142857143,43007.48198595783,191306.0,1051.0,419795.0,15547.962962962964,38816.55243626148,191306.0,1051.0,0,0,0,0,0,0,0,0,0,0,0,51.75562472735876,1.8484151688342414,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.18.20-3.163.63.109-58262-443-6,3.163.63.109,443,192.168.18.20,58262,6,06/09/2025 08:34:11 PM,181,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,11049.723756906076,181.0,0.0,181.0,181.0,0,0,0,0,0,181.0,181.0,0.0,181.0,181.0,0,0,0,0,0,40,0.0,11049.723756906076,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,250,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.4-7.44.0.49-0-0-0,134.221.96.4,0,7.44.0.49,0,0,06/09/2025 08:33:55 PM,6262626,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31935485210197767,6262626.0,0.0,6262626.0,6262626.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15967742605098884,0.15967742605098884,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,6262626.0,0.0,6262626.0,6262626.0,No Label
134.221.96.7-67.46.0.40-0-0-0,134.221.96.7,0,67.46.0.40,0,0,06/09/2025 08:34:25 PM,7102,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.8324415657562,1420.4,599.8023007625096,2214.0,856.0,6184.0,1546.0,611.9760343891472,2214.0,856.0,0,0,0,0,0,0,0,0,0,0,0,704.0270346381301,140.80540692762602,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.4-113.155.0.39-0-0-0,134.221.96.4,0,113.155.0.39,0,0,06/09/2025 08:34:10 PM,1100,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818.181818181818,1100.0,0.0,1100.0,1100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909.090909090909,909.090909090909,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.5-36.167.4.207-0-0-0,134.221.96.5,0,36.167.4.207,0,0,06/09/2025 08:34:19 PM,2607165,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1506751586493373,1303582.5,266943.4164996395,1492340.0,1114825.0,1114825.0,1114825.0,0.0,1114825.0,1114825.0,0,0,0,0,0,0,0,0,0,0,0,0.7671167724328917,0.38355838621644583,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.0-153.177.4.214-0-0-0,134.221.96.0,0,153.177.4.214,0,0,06/09/2025 08:34:31 PM,33519197,43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.312680611054018,779516.2093023253,1333504.907832534,5204285.0,45.0,3.3518828E7,798067.3333333333,1344041.5917697302,5204285.0,45.0,0,0,0,0,0,0,0,0,0,0,0,1.2828469608027901,0.029833650251227677,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,43,0,1,0,-1,-1,0,0,5203919.0,0.0,5203919.0,5203919.0,5204285.0,0.0,5204285.0,5204285.0,No Label
134.221.96.15-124.54.0.42-0-0-0,134.221.96.15,0,124.54.0.42,0,0,06/09/2025 08:34:19 PM,327804,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.404827274834965,46829.142857142855,76486.18364216413,184674.0,589.0,319067.0,53177.833333333336,81741.0192704169,184674.0,589.0,0,0,0,0,0,0,0,0,0,0,0,21.35422386548059,3.0506034093543706,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.7-67.46.4.214-0-0-0,134.221.96.7,0,67.46.4.214,0,0,06/09/2025 08:34:25 PM,411,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4866.1800486618,411.0,0.0,411.0,411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2433.0900243309,2433.0900243309,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.3-57.214.0.20-0-0-0,134.221.96.3,0,57.214.0.20,0,0,06/09/2025 08:34:11 PM,4756915,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.681762234557481,679559.2857142858,1671255.0879697884,4467461.0,1887.0,4740698.0,790116.3333333333,1802509.4319699595,4467461.0,1887.0,0,0,0,0,0,0,0,0,0,0,0,1.471541955237796,0.21022027931968512,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,7,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.0-171.197.0.42-0-0-0,134.221.96.0,0,171.197.0.42,0,0,06/09/2025 08:35:07 PM,97726,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.79229682991222,8884.181818181818,20588.43574348562,70302.0,165.0,93287.0,9328.7,21646.40400749177,70302.0,165.0,0,0,0,0,0,0,0,0,0,0,0,112.55960542741953,10.232691402492684,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.0-153.177.0.48-0-0-0,134.221.96.0,0,153.177.0.48,0,0,06/09/2025 08:34:32 PM,31041681,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5476507538364305,1940105.0625,1509527.1895229742,5200840.0,122944.0,2.7825794E7,1855052.9333333333,1522309.2776729735,5200840.0,122944.0,0,0,0,0,0,0,0,0,0,0,0,0.515436003610758,0.03221475022567238,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16,0,1,0,-1,-1,0,0,5198267.0,0.0,5198267.0,5198267.0,5200840.0,0.0,5200840.0,5200840.0,No Label
134.221.96.0-153.177.0.41-0-0-0,134.221.96.0,0,153.177.0.41,0,0,06/09/2025 08:34:32 PM,31032007,16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547821479931994,1939500.4374999998,1631004.828210674,6224612.0,131656.0,2.7856225E7,1857081.6666666667,1653402.689178016,6224612.0,131656.0,0,0,0,0,0,0,0,0,0,0,0,0.515596686994818,0.032224792937176124,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16,0,1,0,-1,-1,0,0,4165888.0,0.0,4165888.0,4165888.0,6224612.0,0.0,6224612.0,6224612.0,No Label
192.168.18.20-20.169.174.231-55687-443-6,192.168.18.20,55687,20.169.174.231,443,6,06/09/2025 08:34:33 PM,45272954,1,3,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.33333333333333337,0.5773502691896257,0.04417648559005008,0.08835297118010016,1.5090984666666668E7,2.5903561439585064E7,4.5001838E7,123943.0,0,0,0,0,0,4.5272954E7,2.2636477E7,3.1804678725131497E7,4.5125781E7,147173.0,0,0,0,0,20,84,0.02208824279502504,0.06626472838507512,0.0,1.0,0.6,0.5477225575051661,0.29999999999999993,0,0,0,0,1,0,0,0,3.0,0.75,1.0,0.3333333333333333,0,0,0,0,0,0,1,1,3,1,-1,291,1,0,147173.0,0.0,147173.0,147173.0,4.5001838E7,0.0,4.5001838E7,4.5001838E7,No Label
134.221.96.10-241.64.0.42-0-0-0,134.221.96.10,0,241.64.0.42,0,0,06/09/2025 08:34:32 PM,30016066,38,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2993041793018447,789896.4736842107,2032202.9377151118,6539269.0,192.0,3.001393E7,811187.2972972973,2055933.5959130973,6539269.0,192.0,0,0,0,0,0,0,0,0,0,0,0,1.2659886875248743,0.03331549177697037,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,38,0,1,0,-1,-1,0,0,83211.4,100992.93534351797,214605.0,5734.0,5918007.0,581556.857201426,6539269.0,5312088.0,No Label
134.221.96.4-7.44.0.42-0-0-0,134.221.96.4,0,7.44.0.42,0,0,06/09/2025 08:33:55 PM,13128735,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5233760145208202,690986.0526315789,2015117.5954614899,6783475.0,451.0,1.3128224E7,729345.7777777776,2066388.4150592324,6783475.0,451.0,0,0,0,0,0,0,0,0,0,0,0,1.4472072137947791,0.076168800726041,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,0,1,0,-1,-1,0,0,162666.5,133615.60447979122,257147.0,68186.0,6395242.5,549043.6668540126,6783475.0,6007010.0,No Label
134.221.96.13-59.208.0.41-0-0-0,134.221.96.13,0,59.208.0.41,0,0,06/09/2025 08:34:36 PM,29119470,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2403889905963261,4853245.0,3636549.4909237246,9092581.0,361854.0,2.0026889E7,4005377.8,3337517.6903880527,8645760.0,361854.0,0,0,0,0,0,0,0,0,0,0,0,0.20604770622542237,0.03434128437090373,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,6,0,1,0,-1,-1,0,0,2968426.5,1914568.6847017268,4322231.0,1614622.0,7727539.0,1989944.6466891987,9092581.0,5444276.0,No Label
