Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.18.20-13.89.179.8-50758-443-6,192.168.18.20,50758,13.89.179.8,443,6,09/09/2025 05:04:20 PM,926618,9,11,6287.0,5157.0,1412.0,0.0,698.5555555555555,637.4833549025243,1412.0,0.0,468.81818181818187,621.6661190996044,12350.288900064535,21.583867354184786,48769.368421052626,70634.9931763527,209137.0,0.0,488383.0,61047.875,88943.01455014809,225708.0,0.0,926618.0,92661.8,99407.91627520304,266391.0,0.0,0,0,0,0,180,244,9.712740309383154,11.871127044801632,0.0,1412.0,544.952380952381,620.0341503651615,384442.3476190477,0,1,0,0,0,0,0,0,1.0,572.2,698.5555555555555,468.8181818181818,0,0,0,0,0,0,9,6287,11,5157,-1,16386,6,0,0,0,0,0,0,0,0,0,No Label
192.168.18.20-13.89.179.8-50758-443-6,192.168.18.20,50758,13.89.179.8,443,6,09/09/2025 05:04:21 PM,13615,2,1,24.0,0.0,24.0,0.0,12.0,16.97056274847714,0.0,0.0,0.0,0.0,1762.7616599338965,220.34520749173706,6807.5,8551.042304888919,12854.0,761.0,761.0,761.0,0.0,761.0,761.0,0,0,0,0,0,0,0,0,0,40,20,146.89680499449136,73.44840249724568,0.0,24.0,6.0,12.0,144.0,0,0,0,0,1,0,0,0,0.0,8.0,12.0,0.0,0,0,0,0,0,0,2,24,1,0,-1,253,1,0,0,0,0,0,0,0,0,0,No Label
192.168.18.20-13.89.179.8-50759-443-6,192.168.18.20,50759,13.89.179.8,443,6,09/09/2025 05:04:21 PM,6354520,16,18,7236.0,6941.0,1412.0,0.0,452.25000000000006,585.9113129703733,1412.0,0.0,385.6111111111111,589.9508592585228,2231.0103674235033,5.350522148014327,192561.21212121213,952278.7632968798,5488946.0,0.0,6203002.0,413533.4666666666,1406513.8627045676,5490135.0,0.0,865574.0,50916.117647058825,71877.94967328502,176684.0,0.0,0,0,0,0,320,384,2.5178927755361538,2.832629372478173,0.0,1412.0,405.0571428571429,575.8014334441192,331547.2907563024,0,1,0,0,0,0,0,0,1.0,416.97058823529414,452.25,385.6111111111111,0,0,0,0,0,0,16,7236,18,6941,-1,16381,10,0,0,0,0,0,0,0,0,0,No Label
192.168.18.20-13.69.239.74-50761-443-6,192.168.18.20,50761,13.69.239.74,443,6,09/09/2025 05:04:27 PM,1780893,22,17,12478.0,4788.0,1412.0,0.0,567.1818181818182,639.8438527048266,1412.0,0.0,281.64705882352945,543.8704971287364,9695.136091837072,21.89912588796744,46865.6052631579,82722.6619809732,309958.0,0.0,1581519.0,75310.42857142857,106258.79383870844,309958.0,0.0,1762449.0,110153.06250000001,159062.26284130322,503492.0,206.0,0,0,0,0,440,364,12.353353065007274,9.545772822960167,0.0,1412.0,431.65,605.5952168459281,366745.56666666677,0,1,0,0,0,0,0,0,0.0,442.71794871794873,567.1818181818181,281.6470588235294,0,0,0,0,0,0,22,12478,17,4788,-1,16386,15,0,0,0,0,0,0,0,0,0,No Label
192.168.18.20-13.69.239.74-50761-443-6,13.69.239.74,443,192.168.18.20,50761,6,09/09/2025 05:04:29 PM,615,1,2,0.0,42.0,0.0,0.0,0.0,0.0,42.0,0.0,21.0,29.698484809834994,68292.68292682926,4878.048780487805,307.5,101.1162697096763,379.0,236.0,0,0,0,0,0,236.0,236.0,0.0,236.0,236.0,0,1,0,0,20,40,1626.0162601626016,3252.032520325203,0.0,42.0,21.0,24.24871130596428,588.0,0,0,0,1,1,0,0,0,2.0,28.0,0.0,21.0,0,0,0,0,0,0,1,0,2,42,-1,0,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.6-147.234.0.40-0-0-0,134.221.96.6,0,147.234.0.40,0,0,09/09/2025 05:04:22 PM,14136298,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.627017200684366,642559.0,2055120.746870004,8210050.0,1544.0,1.4134422E7,673067.7142857143,2100760.884149387,8210050.0,1544.0,0,0,0,0,0,0,0,0,0,0,0,1.5562773223937412,0.0707398782906246,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,22,0,1,0,-1,-1,0,0,182602.0,197564.22044995902,322301.0,42903.0,6856516.5,1914185.4328263237,8210050.0,5502983.0,No Label
192.168.18.20-13.89.179.8-50759-443-6,13.89.179.8,443,192.168.18.20,50759,6,09/09/2025 05:04:27 PM,250,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,8000.0,250.0,0.0,250.0,250.0,0,0,0,0,0,250.0,250.0,0.0,250.0,250.0,0,0,0,0,0,40,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,254,0,0,0,0,0,0,0,0,0,0,No Label
134.221.96.8-104.28.0.48-0-0-0,134.221.96.8,0,104.28.0.48,0,0,09/09/2025 05:04:25 PM,19988112,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10005947535214932,1.9988112E7,0.0,1.9988112E7,1.9988112E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05002973767607466,0.05002973767607466,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,1.9988112E7,0.0,1.9988112E7,1.9988112E7,No Label
134.221.96.6-147.234.1.200-0-0-0,134.221.96.6,0,147.234.1.200,0,0,09/09/2025 05:04:22 PM,5554641,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5400889094362714,2777320.5,3173556.7522551883,5021364.0,533277.0,5021364.0,5021364.0,0.0,5021364.0,5021364.0,0,0,0,0,0,0,0,0,0,0,0,0.3600592729575143,0.18002963647875714,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,533277.0,0.0,533277.0,533277.0,5021364.0,0.0,5021364.0,5021364.0,No Label
134.221.96.6-147.234.0.44-0-0-0,134.221.96.6,0,147.234.0.44,0,0,09/09/2025 05:04:22 PM,14389541,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2779796798243947,4796513.666666666,8033912.979923067,1.4071901E7,20436.0,317640.0,158820.0,195704.5296154384,297204.0,20436.0,0,0,0,0,0,0,0,0,0,0,0,0.208484759868296,0.06949491995609867,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0,0,0,0,1.4071901E7,0.0,1.4071901E7,1.4071901E7,No Label
134.221.96.9-53.113.0.41-0-0-0,134.221.96.9,0,53.113.0.41,0,0,09/09/2025 05:04:33 PM,1003444,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9931356408529026,1003444.0,0.0,1003444.0,1003444.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9965678204264513,0.9965678204264513,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
